Name,Fighter ID,Record,Height (feet/inches),Weight (pounds),Reach (inches),Stance,Year born,Significant strikes landed per minute,Significant striking accuracy (%),Significant strikes absorbed per minute,Significant strike defense (% of opponent's strikes that did not land),Average takedowns landed per 15 minutes,Takedown accuracy (%),Takedown defense (%),Average submissions attempted per 15 minutes 
Sam Spengler,221b2a3070c7ce3e,Record: 4-2-0,5.11,185,,Orthodox,,3.27,62,3.27,54,1.75,11,75,1.8
Patrick Speight,ae4650eb56ab6a11,Record: 7-3-0,6.1,170,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Tommy Speer,1411c630ba711b64,Record: 19-5-0,5.1,170,71,Orthodox,1984,2.56,51,5.12,35,2.02,33,33,0.0
Andreas Spang,b9eb5b4ed07d1525,Record: 6-1-0,6.1,185,,,1978,0.0,0,0.0,0,0.0,0,0,0.0
Ron Sparks,743fd9080892501d,Record: 8-1-0,6.5,265,,,,0.0,0,0.0,0,0.0,0,0,0.0
Chris Spang,411d012af19ecb59,Record: 5-2-0,6.2,170,,Orthodox,1987,1.83,36,1.95,60,0.0,0,50,0.9
Ryan Spann,a67f5afa8d6a1b80,Record: 10-4-0,6.5,185,,,1991,4.0,50,20.0,28,0.0,0,0,0.0
Charon Spain,c278e8843b8abfec,Record: 6-7-0,5.9,155,,,1988,0.0,0,0.0,0,0.0,0,0,0.0
Kevin Souza,6c7020b859c7a3ce,Record: 19-4-0,6.0,145,74,Orthodox,1984,4.65,44,2.91,58,0.0,0,50,0.0
Bobby Southworth,aee8eecfc4bfb1e7,Record: 10-6-0 (1 NC),6.2,205,,Orthodox,1969,0.99,39,1.38,65,3.98,78,64,1.3
Andre Soukhamthath,d0e50a3d1b250708,Record: 12-6-0,5.9,135,70,Orthodox,1988,2.62,40,3.64,58,1.17,50,80,0.0
Jacare Souza,7a703c565ccaa18f,Record: 25-5-0 (1 NC),6.1,185,72,Orthodox,1979,2.28,44,2.19,63,3.35,44,58,1.8
Joe Soto,a4e85a58fbce64b2,Record: 18-7-0,5.6,135,65,Orthodox,1987,3.36,41,5.37,67,0.85,21,70,1.9
Alex Soto,d18dbcb0f8e2b55d,Record: 6-2-1,5.8,135,71,Southpaw,1984,2.95,25,5.02,59,2.82,30,0,0.0
Dmitry Sosnovskiy,85ff1b9471d35238,Record: 10-0-0,6.3,240,77,Orthodox,1989,0.0,0,0.0,0,0.0,0,0,0.0
George Sotiropoulos,896c322f56b8be5a,Record: 14-6-0,5.1,155,71,Orthodox,1977,2.61,27,2.52,67,2.32,31,53,1.6
Sean Soriano,bd5403efbaa445c0,Record: 8-3-0,5.9,145,70,Orthodox,1989,3.15,61,2.31,52,1.27,42,55,0.0
Greg Soto,9c669abd35b2522f,Record: 8-2-0,5.11,170,73,Orthodox,1986,3.21,63,2.61,52,1.49,27,44,1.0
Krzysztof Soszynski,59583ff832fe9d68,Record: 26-12-1,6.1,205,77,Open Stance,1977,3.37,39,3.13,58,0.52,25,71,1.0
Emiliano Sordi,4c9b84d559822830,Record: 16-6-0,6.2,185,,,1991,4.2,46,4.4,48,0.0,0,100,9.0
Cody Sons,3324129f3745b300,Record: 3-7-0,5.9,205,,,,0.0,0,0.0,0,0.0,0,0,0.0
Paul Song,9775eabcb1be1a00,Record: 2-1-0,,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
Rameau Thierry Sokoudjou,d1152823307d7e7c,Record: 12-10-0,5.1,205,78,Orthodox,1984,2.26,45,2.61,56,1.93,47,78,0.9
Denis Sobolev,03b1e846b09f721d,Record: 4-7-0,6.3,216,,Orthodox,,0.0,0,5.45,33,0.0,0,0,0.0
Chael Sonnen,48d1f690b763934c,Record: 29-14-1,6.1,205,74,Southpaw,1977,3.08,43,1.1,62,3.81,59,66,0.4
Dmitrii Smoliakov,75afb06215a07341,Record: 8-2-0,6.2,253,74,Switch,1982,1.63,43,3.35,56,0.0,0,75,0.0
Joe Son,83b743fedde154fb,Record: 0-4-0,5.4,236,,Orthodox,1970,0.0,0,0.0,0,0.0,0,0,0.0
Walter Smith-Cotito,625b65b45c1c6888,Record: 4-5-0 (1 NC),5.8,135,,,,2.95,36,3.53,68,2.16,33,57,0.0
Louis Smolka,d2bc285ead803db0,Record: 11-5-0,5.9,125,68,Orthodox,1991,3.88,45,3.39,52,1.6,34,31,2.2
Renato Sobral,d468288756ae3982,Record: 36-9-0,6.1,205,75,Orthodox,1975,2.23,45,1.53,57,2.48,42,65,2.6
Justin Smitley,c5776fa8f4bf77aa,Record: 10-7-1,,145,,,,0.0,0,0.0,0,0.0,0,0,0.0
Leslie Smith,76984112f697631f,Record: 10-7-1,5.9,135,66,Orthodox,1982,7.56,40,8.41,51,0.0,0,62,0.0
Colton Smith,2e25c1d983c26311,Record: 6-4-0,6.0,155,71,Orthodox,1987,1.64,41,2.3,51,4.09,36,25,1.4
Gilbert Smith,54ed8dc6f8c31207,Record: 5-2-0,5.9,185,75,Southpaw,1981,1.09,41,2.73,35,3.51,60,0,1.2
Anthony Smith,d4c9dcd330403612,Record: 28-13-0,6.4,185,76,Orthodox,1988,3.11,44,4.0,45,0.51,30,46,0.9
Dillon Smith,ffee353f55e3aa2c,Record: 0-0-0,6.0,170,,,,0.0,0,0.0,0,0.0,0,0,0.0
Trevor Smith,f797f0c57a83353e,Record: 15-7-0,6.3,185,75,Orthodox,1981,3.38,59,2.68,51,1.94,34,54,1.0
Adam Smith,754968e325d6f60d,Record: 0-2-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Eric Smith,9114c8ded5ccd71d,Record: 1-1-0,,,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
Josh Smith,f626aa1c85f8af03,Record: 6-5-0,6.0,155,,Orthodox,1982,0.73,28,1.4,54,0.0,0,57,2.0
David Smith,e955046551f8c7dd,Record: 5-1-0,,155,,,,0.0,0,0.0,0,0.0,0,0,0.0
Scott Smith,3410cf010558dc8b,Record: 17-9-0 (1 NC),6.0,185,70,Orthodox,1979,1.86,27,5.94,50,0.13,6,58,0.4
Patrick Smith,46c8ec317aff28ac,Record: 20-15-0,6.2,225,,Orthodox,1963,0.0,0,0.0,0,0.0,0,0,0.0
Maurice Smith,33e33d51f289d2a1,Record: 12-13-0,6.2,221,,Orthodox,1961,0.41,46,0.47,60,0.89,50,20,0.9
Kestutis Smirnovas,1979c80150f630c4,Record: 22-8-1,5.1,200,,Orthodox,,4.95,52,5.05,54,1.55,50,100,1.6
Ray Sloan,a2d1d3d144fed708,Record: 8-1-0,6.1,205,,,1985,0.0,0,0.0,0,0.0,0,0,0.0
Joe Slick,80e6d71e14c1d356,Record: 16-5-3,6.0,199,,Orthodox,1977,0.0,0,0.0,0,0.0,0,0,0.0
Brian Sleeman,9db861c26b63daa8,Record: 9-9-1,5.8,185,,,,4.0,48,1.85,70,9.23,100,100,0.0
Zach Skinner,c337c3c85b1871e0,Record: 6-8-0,5.6,145,,Orthodox,,0.53,50,2.4,32,5.0,27,100,1.0
Matt Skelton,caced97768818230,Record: 0-1-0,6.3,265,,Orthodox,1967,0.0,0,0.54,0,0.0,0,66,0.0
Chas Skelly,4bd6b4800070b069,Record: 17-3-0,5.11,145,72,Orthodox,1985,1.95,39,3.58,45,1.82,33,36,2.5
Yokthai Sithoar,436cdea7bdfdc016,Record: 0-1-0,5.7,143,,,1974,0.0,0,0.0,0,0.0,0,0,0.0
Dennis Siver,5f87a5c00b3d17ed,Record: 23-11-0 (1 NC),5.6,145,70,Orthodox,1979,3.87,32,2.67,65,0.87,32,65,0.3
Jeri Sitzes,44a1dd0ef4373edc,Record: 3-1-0,5.5,125,,,,0.0,0,0.0,0,0.0,0,0,0.0
Elvis Sinosic,817e0bdf08efce2e,Record: 7-11-2,6.3,205,77,Orthodox,1971,1.13,37,4.6,53,0.0,0,0,1.2
Rob Sinclair,3b65c9dd39741bc4,Record: 13-5-0,5.8,155,,,1980,1.2,33,1.73,73,0.0,0,50,0.0
AJ Siscoe,fce9b4056a8ef559,Record: 1-2-0,5.7,135,,,,0.0,0,0.0,0,0.0,0,0,0.0
Lodune Sincaid,265589bdd93e7ce5,Record: 15-9-0,5.9,185,,Orthodox,1973,2.45,44,6.7,49,0.0,0,75,0.0
Everett Sims,59c6d5af765df641,Record: 4-1-0,6.5,260,77,Southpaw,1988,0.81,66,2.19,30,0.0,0,42,1.2
Rory Singer,546015aa2ad945fd,Record: 11-9-0,6.2,185,77,Orthodox,1976,2.55,39,2.42,63,0.39,25,64,0.8
Tony Sims,57bad6a84230f0c9,Record: 12-4-0,5.11,155,70,Southpaw,1985,1.81,63,0.76,65,0.71,50,50,0.7
Marlon Sims,9eedac48b497de5a,Record: 3-4-0,,170,,,,0.0,0,0.0,0,0.0,0,0,0.0
Wes Sims,e0f7c4f3f67bc808,Record: 22-13-1 (2 NC),6.1,260,,Orthodox,1979,0.98,51,2.95,37,0.0,0,40,2.3
Aaron Simpson,d5f820c11a121050,Record: 11-4-0,6.0,170,73,Orthodox,1974,3.6,52,2.53,56,3.78,34,83,0.5
Douglas Silva de Andrade,3a314d9fa7c6825d,Record: 25-2-0 (1 NC),5.7,135,68,Orthodox,1985,3.92,36,4.08,61,0.89,57,68,0.0
Elias Silverio,52ba464d9068d871,Record: 11-2-0,5.11,155,73,Orthodox,1986,3.67,49,2.97,51,1.62,38,85,0.2
Marcus Silveira,f717b6002486f73f,Record: 6-4-0 (1 NC),6.3,242,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Joaquim Silva,ae7fe94f117f98cf,Record: 10-2-0,5.8,155,69,,1989,3.07,33,3.2,64,0.0,0,65,0.3
Rafael Silva,a31358d90d4bb40a,Record: 28-6-0,5.7,135,,,1985,0.67,50,0.73,67,0.0,0,25,1.0
Wagner Silva,fb79582c410d049e,Record: 3-3-0,6.0,170,71,Orthodox,1987,1.69,29,2.87,65,0.0,0,58,0.0
Fabio Silva,2ba479b409011527,Record: 11-5-0,5.11,205,,Orthodox,1982,0.09,11,5.9,38,0.0,0,0,0.0
Erick Silva,5866fc86183a9fb8,Record: 19-9-0 (1 NC),6.0,170,74,Orthodox,1984,2.5,48,4.18,49,0.85,35,56,1.4
Jay Silva,53bb0d40905b87c0,Record: 7-5-1,6.2,185,,Southpaw,,1.13,34,3.07,40,0.0,0,38,1.0
Antonio Silva,8349d55cdecd393a,Record: 19-10-1 (1 NC),6.4,264,80,Orthodox,1979,2.89,45,3.09,50,0.82,29,66,0.8
Sidney Silva,a6c32678efd4f434,Record: 8-4-0,6.3,170,,Southpaw,1972,2.86,65,3.3,34,3.3,100,0,0.0
Edson Silva,a1153013cb5f628f,Record: 7-8-0 (1 NC),,205,,Orthodox,,2.69,14,5.37,50,0.0,0,0,0.0
Jean Silva,9211aae062b799d6,Record: 18-11-3 (1 NC),5.6,160,,Orthodox,1977,0.73,22,2.93,52,0.0,0,0,0.0
Paulo Cesar Silva,55b8dc4e54fe2c59,Record: 2-6-0,7.5,385,,Orthodox,1963,0.4,15,2.72,47,0.42,100,16,0.4
Thiago Silva,2924886ee9c4c527,Record: 16-3-0 (2 NC),6.2,205,74,Orthodox,1982,3.92,50,2.55,67,1.03,47,70,0.7
Assuerio Silva,e091482fa6648261,Record: 15-8-0 (1 NC),5.1,241,,Orthodox,1974,1.42,46,4.2,54,2.66,34,25,1.8
Xavier Siller,9a08c2753184ac6d,Record: 5-5-0,5.5,125,,,1994,1.02,36,1.53,57,3.83,100,0,0.0
Siala Siliga,3cf68c1d17f66af7,Record: 3-2-0,6.1,290,,Orthodox,1970,1.08,26,1.96,50,1.47,50,80,0.0
Wanderlei Silva,a1f6999fe57236e0,Record: 35-12-1 (1 NC),5.11,205,74,Orthodox,1976,2.79,40,2.19,60,0.97,53,62,0.6
Steven Siler,d188a3b817860ec6,Record: 23-13-0,5.11,145,70,Orthodox,1987,3.21,41,2.96,54,0.47,21,55,1.6
Anderson Silva,1f454354805b6f75,Record: 34-8-0 (1 NC),6.2,185,77,Southpaw,1975,3.1,63,1.87,62,0.55,77,69,0.9
Kiril Sidelnikov,cf772fb504842dc3,Record: 7-4-0,5.11,230,,,1988,2.87,28,4.48,61,0.0,0,0,0.0
Sam Sicilia,b8aef0faf4ce9b31,Record: 15-8-0,5.8,145,67,Orthodox,1986,2.46,33,3.55,59,1.45,43,70,0.9
Brandon Shuey,585f9ffdb0cd0466,Record: 7-6-0,5.7,155,,Orthodox,1976,0.68,33,1.36,0,0.0,0,0,10.2
Landon Showalter,35cc17760b06f36d,Record: 11-19-1,6.0,185,,,1976,0.0,0,0.0,0,0.0,0,0,0.0
Josh Shockman,821cd80aab70d5f9,Record: 5-3-0,6.4,235,,Southpaw,1980,0.87,32,0.87,58,0.0,0,23,0.0
Akira Shoji,b0c95dc8e858452c,Record: 14-17-5,5.8,195,,Orthodox,1974,1.03,34,2.63,53,1.79,73,82,0.4
Josh Shockley,1d36f1ac66cf689d,Record: 11-4-0,6.1,155,74,Orthodox,1989,1.4,33,1.75,60,0.0,0,61,0.8
Alexander Shlemenko,ed3ea649b34ddb6c,Record: 56-9-0 (1 NC),5.11,185,,,1984,4.36,60,1.71,63,0.0,0,0,0.0
Wes Shivers,ad863b0d57952c57,Record: 8-1-0,6.8,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Raja Shippen,d9e1942637bd57a4,Record: 18-11-1,5.6,145,,,1986,0.0,0,0.0,0,0.0,0,0,0.0
Yuya Shirai,a79bfbc01b2264d6,Record: 21-10-1,5.8,168,,Orthodox,1980,1.02,100,4.07,55,0.0,0,0,0.0
Wade Shipp,a9a314cc77d90b6e,Record: 10-5-0,6.3,245,,Orthodox,1975,4.29,86,2.14,0,0.0,0,75,0.0
Shunichi Shimizu,10657c60ce349e0f,Record: 28-9-10 (1 NC),5.5,135,66,Orthodox,1985,0.14,33,4.68,30,0.0,0,0,0.0
Katsuyori Shibata,d4da8995fc91e7ef,Record: 4-11-1,6.0,168,,Orthodox,1979,2.06,35,2.4,53,0.49,50,53,0.7
Jake Shields,fe435e440b5de0ff,Record: 29-7-1 (1 NC),6.0,170,72,Orthodox,1979,2.45,36,1.8,56,2.83,29,35,1.2
Chase Sherman,01b352b6a9074d5c,Record: 11-4-0,6.4,250,78,Orthodox,1989,6.25,42,5.35,56,0.0,0,100,0.0
Valentina Shevchenko,132deb59abae64b1,Record: 15-3-0,5.5,125,67,Southpaw,1988,3.31,52,2.38,57,1.82,54,73,0.5
Eric Shelton,a0c64f272b65d441,Record: 11-5-0,5.6,125,68,Orthodox,1991,3.17,46,1.63,66,2.5,43,45,0.2
Sean Sherk,029880cdbf5ca089,Record: 36-4-1,5.6,155,67,Orthodox,1973,2.17,35,2.71,55,4.09,46,56,0.4
Jason Sharp,285e32e41f61a5b1,Record: 3-2-0,,205,,,,0.0,0,0.0,0,0.0,0,0,0.0
Frank Shamrock,fcaae0385b514f11,Record: 22-11-2,5.1,185,,Orthodox,1972,4.75,53,4.66,57,0.35,50,37,1.1
Ken Shamrock,63b65af1c5cb02cb,Record: 28-16-2,6.1,205,72,Orthodox,1964,1.47,46,4.3,39,0.94,60,44,2.5
Scott Shaffer,5c38639f860a5542,Record: 0-1-0,5.7,145,,Orthodox,,2.4,67,0.53,50,0.0,0,72,3.0
Rosi Sexton,5dfe71ade71f3a4b,Record: 13-4-0,5.3,135,63,Orthodox,1977,3.31,39,7.42,41,0.75,10,80,0.0
Kamal Shalorus,ece280745f8727b8,Record: 7-3-2,5.8,155,68,Orthodox,1972,3.06,32,2.99,70,2.07,50,80,0.0
Dan Severn,c670aa48827d6be6,Record: 100-18-7,6.2,250,,Southpaw,1958,0.0,0,0.0,0,0.0,0,0,0.0
Carl Seumanutafa,dadaeb402526dca5,Record: 4-3-0,6.1,255,,Orthodox,,0.0,0,3.33,75,0.0,0,0,0.0
Fredy Serrano,0ccab7c889ede9ea,Record: 3-2-0,5.3,125,65,Orthodox,1979,1.58,26,1.89,61,2.84,25,84,0.0
Adrian Serrano,e7ec11096eac0282,Record: 56-29-4,5.8,170,,,1963,0.0,0,0.0,0,0.0,0,0,0.0
Nick Serra,1975c2272ba40e71,Record: 7-3-0,5.9,170,,Orthodox,1978,0.0,0,1.73,43,1.0,10,0,2.0
Matt Serra,86dfed7cc24a9fa7,Record: 11-7-0,5.6,170,68,Orthodox,1974,1.98,39,2.64,46,2.05,20,38,0.9
Ivan Serati,b23fca14c7b79935,Record: 12-4-0,6.0,205,,Orthodox,,0.86,26,5.33,29,0.0,0,0,0.0
Ray Seraille,2f04c4183523be2e,Record: 8-9-0,6.3,246,,,,5.29,27,17.65,41,0.0,0,0,0.0
Alex Serdyukov,253d3f9e97ca149a,Record: 8-5-0,6.2,170,74,Orthodox,1980,3.92,42,2.53,54,1.56,60,70,2.6
Brandon Sene,3ed134d85dfbd7b4,Record: 2-2-0,5.11,205,,,1981,0.0,0,0.0,0,0.0,0,0,0.0
Kim In Seok,88b250ba222c3a98,Record: 3-5-0,5.6,145,,Orthodox,,0.87,37,5.19,60,0.0,0,0,0.0
Mackens Semerzier,51b1e2fd9872005b,Record: 8-4-0 (1 NC),5.9,145,72,Orthodox,1980,2.91,45,3.48,46,2.14,50,50,2.1
Andrei Semenov,5f2f0da6fd6a84fd,Record: 30-9-2,6.0,185,,Orthodox,1977,0.78,15,2.44,60,1.74,80,55,0.4
Pete Sell,0359313549d230a1,Record: 9-5-0,5.11,170,75,Orthodox,1982,2.6,42,3.65,51,0.91,21,47,0.9
Ray Sefo,646d5dbe509accd4,Record: 2-1-0,6.0,240,,Orthodox,1971,0.86,31,1.71,72,0.0,0,66,0.0
Brendan Seguin,e4bb7e483c4ad318,Record: 23-17-1,6.0,185,,,1976,2.6,45,0.6,84,5.0,62,100,0.0
Kenneth Seegrist,55e94a9b525dcf45,Record: 4-6-0,6.0,185,,Orthodox,,3.21,66,1.28,0,0.0,0,40,14.4
Rony Sefo,d6b68eaf4b68b160,Record: 0-2-0,5.9,225,,Orthodox,,0.0,0,0.43,0,0.0,0,0,0.0
Mike Seal,0c01568b1ac77bff,Record: 13-14-1 (1 NC),6.4,185,,Orthodox,,5.5,68,3.33,50,0.0,0,33,0.0
Neil Seery,49a74b9fb2e45fdf,Record: 16-13-0,5.4,125,64,Orthodox,1979,3.56,41,3.79,58,0.78,27,53,1.6
Matt Secor,d1ce40aca99a9b70,Record: 8-4-0,6.0,170,,,1986,1.02,20,1.63,50,6.12,100,0,6.1
Bradley Scott,34e552520a934063,Record: 12-5-0,6.1,170,76,,1989,3.45,42,4.28,55,0.38,15,68,0.8
Greg Scott,0b235384fe23fc9c,Record: 3-4-0,5.9,145,,,,3.9,55,7.79,37,11.69,100,0,0.0
Brian Schwartz,99c80d2bd5dbe5a9,Record: 1-1-0,6.3,170,,Orthodox,,1.27,44,0.87,45,0.0,0,50,1.0
Justin Scoggins,9fa568ad2bf2cb0b,Record: 11-4-0,5.7,125,66,Southpaw,1992,3.81,53,1.78,59,4.02,65,79,0.5
Mark Schultz,c1684f00c626f4c0,Record: 1-1-0,5.9,200,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Eric Schwartz,79cbdf233e5e0496,Record: 2-0-0,,205,,,,0.0,0,0.0,0,0.0,0,0,0.0
Nate Schroeder,040426baba8a45e8,Record: 11-10-0,6.1,230,,,,0.0,0,0.0,0,0.0,0,0,0.0
Darrill Schoonover,5a558ba1ff5e9121,Record: 11-5-0,6.2,220,,Orthodox,1985,1.2,33,4.35,38,0.0,0,50,1.1
Lacey Schuckman,e44c679c30403cba,Record: 6-4-0,5.3,125,,,,0.0,0,0.0,0,0.0,0,0,0.0
Bob Schrijber,d86e913c548c07c2,Record: 20-17-1,6.0,240,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Daniel Schmitt,bd02e222a6166d50,Record: 1-3-0,,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
Semmy Schilt,d5ed14b2153c6ed2,Record: 26-14-1,6.1,265,,Orthodox,1973,1.2,50,1.31,53,0.0,0,47,1.1
Alex Schoenauer,fdfef29ba17ee525,Record: 15-10-0,6.3,185,,Orthodox,1976,1.22,40,2.27,42,0.0,0,22,4.9
Pat Schilling,de12bd65e2f46478,Record: 5-2-0,5.8,145,69,Orthodox,1988,1.87,26,8.24,52,0.0,0,0,0.0
Colleen Schneider,aa943b9bc00cb0ed,Record: 1-3-0,,135,,,,2.17,48,2.5,50,2.5,50,60,0.0
Samy Schiavo,1208ffc5be6e31ad,Record: 10-6-0,5.8,155,,Orthodox,1975,1.68,34,2.62,38,0.94,50,66,0.9
Joe Schilling,f41fad444939056b,Record: 2-5-0,6.3,185,,,,2.84,52,2.64,48,0.0,0,44,0.0
Fabiano Scherner,0bc7e61d204f2137,Record: 8-8-0 (3 NC),6.3,257,,Orthodox,1972,1.31,31,3.2,38,1.09,33,40,0.0
Antonio Schembri,a3244e3238541482,Record: 5-5-0,5.9,205,,Orthodox,1974,0.72,26,2.12,55,1.31,40,0,0.4
Eric Schambari,66e981516e2476d1,Record: 15-4-0,5.11,185,,Orthodox,1978,1.43,42,1.07,54,3.0,42,0,1.0
Kerry Schall,030f08370fd1c2bb,Record: 23-12-0 (1 NC),6.2,265,,Orthodox,1971,0.94,11,4.84,63,0.0,0,0,0.0
Brendan Schaub,89a407032911e27e,Record: 11-5-0,6.4,245,78,Orthodox,1983,2.92,37,2.22,57,2.32,46,72,0.4
Eric Schafer,f59f1d3a2ff13edd,Record: 14-7-2,6.3,185,75,Orthodox,1977,1.89,34,3.38,56,1.81,36,50,1.8
Mark Scanlon,771b60ff889661c8,Record: 7-2-0,5.9,170,,Orthodox,,2.2,35,3.33,48,3.0,75,25,2.0
Chris Saunders,b35a159f525764eb,Record: 9-3-0,5.8,155,,,1986,1.48,22,2.96,75,3.7,100,0,0.0
Lumumba Sayers,402ea3b5ee233852,Record: 4-3-0,6.0,185,,,1978,2.54,41,2.37,48,7.63,75,0,2.5
Chad W. Saunders,4fe9492959834bf7,Record: 7-2-0,5.1,170,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Ben Saunders,484acc7b0f856ce9,Record: 21-9-2,6.2,170,77,Orthodox,1983,3.35,50,3.79,51,0.25,40,72,1.1
Tom Sauer,36ab6af06e312b41,Record: 24-12-0,6.1,263,,,1970,0.0,0,0.0,0,0.0,0,0,0.0
Townsend Saunders,20bd6c3e03c46ee6,Record: 0-2-0,5.5,170,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Takenori Sato,276c60b14b571dd4,Record: 17-10-7 (1 NC),5.1,170,71,Southpaw,1985,0.46,33,12.92,9,0.0,0,0,0.0
Jeimeson Saudino,f6f9d41669dd3eaa,Record: 8-5-0,5.6,135,,,1991,0.66,30,0.82,84,2.47,50,0,2.5
Masaaki Satake,f4a031ac205ac580,Record: 1-8-1,6.1,220,,Orthodox,1965,1.4,35,3.76,41,0.0,0,58,0.0
Paul Sass,7b143a54451263d9,Record: 13-2-0,6.0,155,73,Orthodox,1988,0.53,26,1.9,51,0.53,16,33,7.4
Kyosuke Sasaki,23bd78c3f89bdb54,Record: 3-7-4,5.7,183,,Southpaw,,0.33,45,0.93,46,0.0,0,0,0.0
Ulka Sasaki,7c3c48cf54a2848e,Record: 20-5-2,5.1,125,71,Southpaw,1989,2.02,39,2.83,50,2.26,34,37,1.1
Alexander Sarnavskiy,2097b1a5ff47dfb0,Record: 35-6-0,5.11,155,,,1989,1.43,66,2.06,42,0.0,0,75,0.0
Yuki Sasaki,e5c38954c006f15c,Record: 22-19-1,6.2,185,,Orthodox,1976,1.09,43,1.2,57,0.43,100,66,0.0
Harris Sarmiento,026b4f7049085842,Record: 33-23-0,5.9,155,,Orthodox,1983,0.84,25,3.46,36,2.36,60,57,0.0
Diego Saraiva,4f4dac51adc1af4f,Record: 21-16-1,5.6,155,,Orthodox,1982,1.64,32,3.58,62,1.33,40,0,0.7
Daniel Sarafian,7e47047d0971d566,Record: 10-6-0,5.9,185,73,Orthodox,1982,2.23,46,3.1,58,0.36,7,53,0.7
Bob Sapp,9f3d6ddef3d3cccc,Record: 11-8-0,6.5,350,,Orthodox,1974,3.19,55,1.88,49,0.58,100,72,0.0
Nick Sanzo,1d147d4163a6989b,Record: 1-1-0,5.9,190,,,,0.0,0,0.0,0,0.0,0,0,0.0
Andre Santos,5b5b78116d1fc3eb,Record: 38-10-0,6.0,170,,,,2.77,34,4.17,41,2.5,29,75,0.0
Gleristone Santos,d12ee718fb35c35c,Record: 33-7-0,5.9,145,,,1988,3.4,31,4.4,64,0.0,0,75,0.0
Bruno Santos,da1d8d76404bb6b5,Record: 14-2-0,5.9,185,69,Orthodox,1987,1.18,46,2.27,56,3.0,37,66,0.3
Thiago Santos,dea070ed4a2a8281,Record: 17-5-0,6.0,185,76,Orthodox,1984,4.56,48,2.02,66,0.42,25,70,0.0
Iliarde Santos,14aa21bc82cac57d,Record: 27-9-1 (1 NC),5.5,125,66,Orthodox,1980,3.0,30,6.1,57,1.66,23,83,0.0
Luis Santos,7701377be464d2ef,Record: 50-7-1 (1 NC),6.1,170,,Southpaw,,4.4,57,4.0,64,0.0,0,0,0.0
Paulo Santos,7ca4c3f8aa8bacae,Record: 0-3-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Evangelista Santos,99bf06f20491cb54,Record: 18-15-0,5.1,170,76,Orthodox,1977,3.94,36,6.01,49,0.78,100,50,0.4
Adriano Santos,c6e6926a81adcd00,Record: 0-1-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Art Santore,012fc7cd0779c09a,Record: 18-8-0,6.2,185,,,1972,1.4,12,7.31,52,0.0,0,100,0.0
Jorge Santiago,f8dc544e7077d014,Record: 25-11-0,6.1,170,74,Orthodox,1980,1.69,35,2.62,56,0.58,30,52,0.8
Jose Santibanez,8299206ccebc44a7,Record: 10-3-0,,155,,,1980,0.0,0,0.0,0,0.0,0,0,0.0
Mike Santiago,bc656db347f31e19,Record: 21-11-0,5.1,145,69,Orthodox,1989,3.55,49,2.78,41,2.74,50,58,1.1
Yuhi Sano,4c12aa7ca246e7a4,Record: 0-4-0,5.11,243,,Orthodox,1965,0.0,0,0.0,0,0.0,0,0,0.0
Sean Santella,39792c2f42c9f527,Record: 15-5-1 (1 NC),5.5,125,,,1984,0.0,0,0.0,0,0.0,0,0,0.0
Roldan Sangcha-an,57887765f831e228,Record: 4-2-0,5.4,125,65,Orthodox,1990,2.71,46,2.15,51,1.94,60,68,0.0
Chris Sanford,29f935654825331b,Record: 5-1-0,5.11,185,,Orthodox,1968,0.23,50,3.22,17,0.0,0,0,3.5
Hector Sandoval,449c890bd90f3374,Record: 14-4-0,5.2,125,64,Orthodox,1986,3.31,52,2.33,65,3.49,25,71,1.4
Jonathan Santa Maria,3143e5daff9e5b71,Record: 3-4-0,5.9,125,,,,3.6,51,2.53,74,0.0,0,80,0.0
Raul Sandoval,f9ad10f6a49e5452,Record: 3-3-0,,130,,,,0.0,0,0.0,0,0.0,0,0,0.0
Cory Sandhagen,65f09bacd3957381,Record: 8-1-0,5.11,145,70,Switch,1992,9.09,54,3.64,64,1.7,100,0,0.0
Luke Sanders,96428b9e9bd048ea,Record: 11-2-0,5.6,135,67,Southpaw,1985,7.97,57,3.29,63,0.84,33,33,0.8
Jerrod Sanders,12f1b140e248bdb9,Record: 15-3-0 (1 NC),5.8,135,72,Orthodox,1979,0.88,64,1.14,46,2.2,33,50,1.6
Roberto Sanchez,546f8599a63c29da,Record: 8-1-0,5.6,125,66,Orthodox,1986,0.69,44,2.25,51,10.4,100,0,2.6
Andrew Sanchez,fccf811c1e8b01c7,Record: 10-4-0,6.1,185,74,Orthodox,1988,4.81,49,5.16,47,3.56,44,100,0.0
